date;time;user;nice;system;idle;iowait;irq;softirq
2022-10-29;17:30:32;5.6;0.0;24.5;64.3;0.0;2.0;3.6
2022-10-29;17:30:33;2.1;0.0;23.3;68.9;0.0;2.1;3.6
2022-10-29;17:30:34;3.7;0.0;19.0;70.9;0.0;2.1;4.2
2022-10-29;17:30:35;6.1;0.0;20.2;68.2;0.0;2.0;3.5
2022-10-29;17:30:36;4.4;0.0;24.1;65.0;0.0;2.5;3.9
2022-10-29;17:30:37;2.1;0.0;22.4;69.3;0.0;2.6;3.6
2022-10-29;17:30:38;4.9;0.0;24.0;65.7;0.0;2.0;3.4
2022-10-29;17:30:39;3.6;0.0;22.3;68.5;0.0;2.0;3.6
2022-10-29;17:30:40;4.1;0.0;20.9;68.4;0.0;2.6;4.1
2022-10-29;17:30:41;4.0;0.0;23.2;67.2;0.0;2.0;3.5
2022-10-29;17:30:42;4.5;0.0;23.7;66.2;0.0;2.0;3.5
2022-10-29;17:30:43;4.1;0.0;21.5;68.2;0.0;2.6;3.6
2022-10-29;17:30:44;2.5;0.0;24.9;66.7;0.0;2.0;4.0
2022-10-29;17:30:45;3.5;0.0;23.6;66.8;0.0;2.5;3.5
2022-10-29;17:30:46;4.9;0.0;19.1;69.4;0.0;2.2;4.4
2022-10-29;17:30:47;5.0;0.0;21.1;68.3;0.0;2.0;3.5
2022-10-29;17:30:48;4.6;0.0;21.0;68.7;0.0;2.1;3.6
2022-10-29;17:30:49;3.6;0.0;20.6;70.1;0.0;2.1;3.6
2022-10-29;17:30:50;10.6;0.0;28.8;54.5;0.0;2.0;4.0
2022-10-29;17:30:51;3.5;0.0;24.5;66.5;0.0;2.0;3.5
2022-10-29;17:30:52;4.7;0.0;19.8;69.8;0.0;2.1;3.6
2022-10-29;17:30:53;5.2;0.0;24.8;64.8;0.0;1.9;3.3
2022-10-29;17:30:54;4.0;0.0;23.8;66.3;0.0;2.0;4.0
2022-10-29;17:30:55;4.0;0.0;23.9;66.7;0.0;2.0;3.5
2022-10-29;17:30:56;2.4;0.0;25.9;65.4;0.0;2.4;3.9
2022-10-29;17:30:57;4.1;0.0;21.6;68.6;0.0;2.1;3.6
2022-10-29;17:30:58;4.1;0.0;20.5;68.7;0.0;2.6;4.1
2022-10-29;17:30:59;3.6;0.0;22.1;68.7;0.0;2.1;3.6
2022-10-29;17:31:00;3.6;0.0;22.2;68.0;0.0;2.1;4.1
2022-10-29;17:31:01;5.6;0.0;20.3;68.0;0.0;2.5;3.6
2022-10-29;17:31:02;1.5;0.0;25.5;67.3;0.0;2.0;3.6
2022-10-29;17:31:03;3.8;0.0;16.3;73.4;0.0;2.7;3.8
2022-10-29;17:31:04;6.6;0.0;19.9;67.3;0.0;2.0;4.1
2022-10-29;17:31:05;3.2;0.0;19.1;71.8;0.0;2.1;3.7
2022-10-29;17:31:06;3.5;0.0;23.1;67.3;0.0;2.0;4.0
2022-10-29;17:31:07;2.9;0.0;27.5;63.8;0.0;2.4;3.4
2022-10-29;17:31:08;5.6;0.0;21.7;66.7;0.0;2.0;4.0
2022-10-29;17:31:09;5.2;0.0;24.2;64.9;0.0;2.1;3.6
2022-10-29;17:31:10;2.5;0.0;24.1;66.8;0.0;2.5;4.0
2022-10-29;17:31:11;3.7;0.0;19.6;70.9;0.0;2.1;3.7
2022-10-29;17:31:12;4.1;0.0;22.8;66.3;0.0;2.6;4.1
2022-10-29;17:31:13;3.0;0.0;24.6;66.3;0.0;2.5;3.5
2022-10-29;17:31:14;2.2;0.0;20.0;71.9;0.0;2.2;3.8
2022-10-29;17:31:15;1.0;0.0;24.5;68.4;0.0;2.0;4.1
2022-10-29;17:31:16;5.6;0.0;21.0;66.7;0.0;2.6;4.1
2022-10-29;17:31:17;2.0;0.0;24.0;68.4;0.0;2.0;3.6
2022-10-29;17:31:18;7.0;0.0;28.5;58.5;0.0;2.5;3.5
2022-10-29;17:31:19;4.5;0.0;22.1;67.3;0.0;2.0;4.0
2022-10-29;17:31:20;3.6;0.0;23.4;67.0;0.0;2.5;3.6
2022-10-29;17:31:21;4.0;0.0;23.5;66.5;0.0;2.0;4.0
2022-10-29;17:31:22;3.7;0.0;20.4;69.6;0.0;2.6;3.7
2022-10-29;17:31:23;3.2;0.0;21.1;69.5;0.0;2.1;4.2
2022-10-29;17:31:24;3.2;0.0;18.6;71.3;0.0;2.7;4.3
2022-10-29;17:31:25;4.7;0.0;19.8;69.8;0.0;2.1;3.6
2022-10-29;17:31:26;3.8;0.0;17.9;71.7;0.0;2.2;4.3
2022-10-29;17:31:27;3.1;0.0;22.1;68.7;0.0;2.6;3.6
2022-10-29;17:31:28;3.0;0.0;25.0;66.0;0.0;2.5;3.5
2022-10-29;17:31:29;3.1;0.0;22.2;68.6;0.0;2.1;4.1
2022-10-29;17:31:30;2.5;0.0;25.0;66.5;0.0;2.5;3.5
2022-10-29;17:31:31;3.0;0.0;24.6;66.8;0.0;2.0;3.5
2022-10-29;17:31:32;2.6;0.0;21.5;69.1;0.0;2.6;4.2
2022-10-29;17:31:33;4.4;0.0;16.4;73.2;0.0;2.2;3.8
2022-10-29;17:31:34;4.1;0.0;22.4;66.8;0.0;2.6;4.1
2022-10-29;17:31:35;2.1;0.0;24.1;68.2;0.0;2.1;3.6
2022-10-29;17:31:36;3.6;0.0;21.8;67.9;0.0;2.6;4.1
2022-10-29;17:31:37;4.1;0.0;21.6;68.0;0.0;2.1;4.1
2022-10-29;17:31:38;1.1;0.0;23.3;69.8;0.0;2.1;3.7
2022-10-29;17:31:39;3.0;0.0;23.4;67.5;0.0;2.5;3.6
2022-10-29;17:31:40;2.1;0.0;21.3;70.2;0.0;2.1;4.3
2022-10-29;17:31:41;2.1;0.0;21.9;70.3;0.0;2.1;3.6
2022-10-29;17:31:42;4.7;0.0;21.9;66.7;0.0;2.6;4.2
2022-10-29;17:31:43;3.6;0.0;22.8;68.0;0.0;2.0;3.6
2022-10-29;17:31:44;1.5;0.0;24.4;67.5;0.0;2.5;4.1
2022-10-29;17:31:45;4.4;0.0;24.6;65.0;0.0;2.5;3.4
2022-10-29;17:31:46;2.6;0.0;23.6;67.7;0.0;2.1;4.1
2022-10-29;17:31:47;3.1;0.0;21.4;69.3;0.0;2.6;3.6
2022-10-29;17:31:48;3.1;0.0;23.1;67.2;0.0;2.6;4.1
2022-10-29;17:31:49;2.7;0.0;20.2;71.3;0.0;2.1;3.7
2022-10-29;17:31:50;4.1;0.0;21.6;68.0;0.0;2.6;3.6
2022-10-29;17:31:51;13.4;0.0;24.6;56.7;0.0;1.6;3.7
2022-10-29;17:31:52;2.1;0.0;21.6;69.5;0.0;2.6;4.2
2022-10-29;17:31:53;3.0;0.0;23.7;67.7;0.0;2.0;3.5
2022-10-29;17:31:54;4.0;0.0;23.0;66.5;0.0;2.5;4.0
2022-10-29;17:31:55;4.2;0.0;21.9;68.2;0.0;2.1;3.6
2022-10-29;17:31:56;4.6;0.0;20.6;68.0;0.0;2.6;4.1
2022-10-29;17:31:57;2.0;0.0;25.1;67.3;0.0;2.0;3.5
2022-10-29;17:31:58;2.7;0.0;18.6;71.6;0.0;2.7;4.4
2022-10-29;17:31:59;2.6;0.0;21.4;69.8;0.0;2.6;3.6
2022-10-29;17:32:00;2.6;0.0;24.1;67.2;0.0;2.1;4.1
2022-10-29;17:32:01;2.1;0.0;23.6;68.7;0.0;2.1;3.6
2022-10-29;17:32:02;3.7;0.0;20.9;69.1;0.0;2.6;3.7
2022-10-29;17:32:03;3.6;0.0;21.9;68.4;0.0;2.0;4.1
2022-10-29;17:32:04;3.3;0.0;18.5;71.7;0.0;2.7;3.8
2022-10-29;17:32:05;4.1;0.0;21.5;68.7;0.0;2.1;3.6
2022-10-29;17:32:06;3.1;0.0;20.9;69.1;0.0;2.6;4.2
2022-10-29;17:32:07;3.6;0.0;22.6;68.2;0.0;2.1;3.6
2022-10-29;17:32:08;4.2;0.0;20.3;69.3;0.0;2.1;4.2
2022-10-29;17:32:09;1.6;0.0;22.1;70.5;0.0;2.1;3.7
2022-10-29;17:32:10;1.5;0.0;26.1;65.8;0.0;2.5;4.0
2022-10-29;17:32:11;4.1;0.0;21.1;69.1;0.0;2.1;3.6
2022-10-29;17:32:12;3.6;0.5;24.4;65.5;0.0;2.0;4.1
2022-10-29;17:32:13;3.0;0.0;24.0;67.5;0.0;2.0;3.5
2022-10-29;17:32:14;1.6;0.0;21.9;70.1;0.0;2.7;3.7
2022-10-29;17:32:15;3.7;0.0;20.5;70.0;0.0;2.1;3.7
2022-10-29;17:32:16;3.5;0.0;23.2;66.7;0.0;2.5;4.0
2022-10-29;17:32:17;2.0;0.0;25.9;66.0;0.0;2.5;3.6
2022-10-29;17:32:18;3.8;0.0;18.0;71.0;0.0;2.2;4.9
2022-10-29;17:32:19;4.5;0.0;21.7;67.7;0.0;2.5;3.5
2022-10-29;17:32:20;5.7;0.0;19.3;68.8;0.0;2.1;4.2
2022-10-29;17:32:21;1.6;0.0;23.4;68.8;0.0;2.6;3.6
2022-10-29;17:32:22;4.1;0.0;22.1;67.2;0.0;2.6;4.1
2022-10-29;17:32:23;3.5;0.0;24.6;66.3;0.0;2.0;3.5
2022-10-29;17:32:24;5.0;0.0;30.2;59.3;0.0;2.0;3.5
2022-10-29;17:32:25;2.6;0.0;22.0;69.6;0.0;2.1;3.7
2022-10-29;17:32:26;5.1;0.0;20.4;67.9;0.0;2.6;4.1
2022-10-29;17:32:27;2.5;0.0;24.4;67.5;0.0;2.0;3.6
2022-10-29;17:32:28;3.6;0.0;23.0;67.3;0.0;2.0;4.1
2022-10-29;17:32:29;5.3;0.0;17.6;70.7;0.0;2.7;3.7
2022-10-29;17:32:30;3.6;0.0;22.8;67.0;0.0;2.5;4.1
2022-10-29;17:32:31;3.6;0.0;21.4;69.3;0.0;2.1;3.6
2022-10-29;17:32:32;2.6;0.0;23.2;68.0;0.0;2.1;4.1
2022-10-29;17:32:33;2.5;0.0;24.2;67.2;0.0;2.5;3.5
2022-10-29;17:32:34;4.2;0.0;21.5;68.1;0.0;2.1;4.2
2022-10-29;17:32:35;3.0;0.0;23.2;67.2;0.0;2.5;4.0
2022-10-29;17:32:36;3.1;0.0;23.6;67.2;0.0;2.1;4.1
2022-10-29;17:32:37;2.5;0.0;23.4;68.0;0.0;2.5;3.6
2022-10-29;17:32:38;2.0;0.0;25.0;66.8;0.0;2.6;3.6
2022-10-29;17:32:39;4.6;0.0;21.1;68.0;0.0;2.1;4.1
2022-10-29;17:32:40;2.6;0.0;24.0;66.8;0.0;2.6;4.1
2022-10-29;17:32:41;4.7;0.0;20.5;68.9;0.0;2.1;3.7
2022-10-29;17:32:42;3.2;1.1;20.0;68.6;0.0;2.7;4.3
2022-10-29;17:32:43;5.9;0.0;22.8;65.8;0.0;2.0;3.5
2022-10-29;17:32:44;2.6;0.0;23.1;67.7;0.0;2.6;4.1
2022-10-29;17:32:45;3.5;0.0;24.4;66.7;0.0;2.0;3.5
2022-10-29;17:32:46;4.7;0.0;20.3;68.8;0.0;2.1;4.2
2022-10-29;17:32:47;3.6;0.0;22.3;67.9;0.0;2.6;3.6
2022-10-29;17:32:48;4.2;0.0;20.0;69.5;0.0;2.1;4.2
2022-10-29;17:32:49;3.8;0.0;17.4;72.3;0.0;2.7;3.8
2022-10-29;17:32:50;5.6;0.0;21.3;67.0;0.0;2.0;4.1
2022-10-29;17:32:51;2.5;0.0;24.6;66.8;0.0;2.5;3.5
2022-10-29;17:32:52;4.0;0.0;24.3;65.8;0.0;2.0;4.0
2022-10-29;17:32:53;2.0;0.0;25.4;66.7;0.0;2.5;3.5
2022-10-29;17:32:54;2.6;0.0;23.0;68.1;0.0;2.1;4.2
2022-10-29;17:32:55;3.0;0.0;23.7;67.2;0.0;2.5;3.5
2022-10-29;17:32:56;3.6;0.0;21.8;68.4;0.0;2.1;4.1
2022-10-29;17:32:57;5.0;0.0;22.9;66.7;0.0;2.0;3.5
2022-10-29;17:32:58;2.6;0.0;23.1;68.2;0.0;2.6;3.6
2022-10-29;17:32:59;2.1;0.0;21.6;70.5;0.0;2.1;3.7
2022-10-29;17:33:00;2.1;0.0;22.0;69.6;0.0;2.1;4.2
2022-10-29;17:33:01;2.6;0.0;20.6;70.4;0.0;2.6;3.7
2022-10-29;17:33:02;2.0;0.0;27.3;64.4;0.0;2.4;3.9
2022-10-29;17:33:03;4.7;0.0;20.2;69.4;0.0;2.1;3.6
2022-10-29;17:33:04;3.6;0.0;22.4;67.3;0.0;2.6;4.1
2022-10-29;17:33:05;3.2;0.0;19.7;71.3;0.0;2.1;3.7
2022-10-29;17:33:06;4.0;0.0;24.3;65.8;0.0;2.0;4.0
2022-10-29;17:33:07;5.2;0.0;19.8;69.3;0.0;2.1;3.6
2022-10-29;17:33:08;4.6;0.0;20.6;68.6;0.0;2.6;3.6
2022-10-29;17:33:09;3.7;0.0;20.9;69.6;0.0;2.1;3.7
2022-10-29;17:33:10;4.8;0.0;18.0;70.4;0.0;2.6;4.2
2022-10-29;17:33:11;4.2;0.0;20.0;70.0;0.0;2.1;3.7
2022-10-29;17:33:12;5.2;0.0;21.5;66.5;0.0;2.6;4.2
2022-10-29;17:33:13;2.6;0.0;22.7;69.1;0.0;2.1;3.6
2022-10-29;17:33:14;4.6;0.0;20.9;67.9;0.0;2.6;4.1
2022-10-29;17:33:15;2.7;0.0;18.7;72.5;0.0;2.2;3.8
2022-10-29;17:33:16;3.2;0.0;18.4;71.4;0.0;2.7;4.3
2022-10-29;17:33:17;5.0;0.0;22.0;67.0;0.0;2.5;3.5
2022-10-29;17:33:18;4.6;0.0;22.1;67.2;0.0;2.1;4.1
2022-10-29;17:33:19;2.7;0.0;19.4;71.5;0.0;2.7;3.8
2022-10-29;17:33:20;3.7;0.0;20.1;69.8;0.0;2.1;4.2
2022-10-29;17:33:21;3.0;0.0;24.4;66.5;0.0;2.5;3.6
2022-10-29;17:33:22;6.7;0.0;5.7;86.1;0.0;0.5;1.0
2022-10-29;17:33:23;0.0;0.0;3.6;94.9;0.0;0.5;1.0
2022-10-29;17:33:24;0.5;0.0;3.0;95.4;0.0;0.5;0.5
2022-10-29;17:33:25;0.0;0.0;4.0;94.5;0.0;0.5;1.0
2022-10-29;17:33:26;0.5;0.0;2.6;95.4;0.0;0.5;1.0
2022-10-29;17:33:27;1.5;0.0;3.5;94.0;0.0;0.5;0.5
2022-10-29;17:33:28;0.0;0.0;4.0;94.5;0.0;0.5;1.0
2022-10-29;17:33:29;0.0;0.0;3.0;95.5;0.0;0.5;1.0
2022-10-29;17:33:30;0.0;0.0;3.6;95.4;0.0;0.5;0.5
2022-10-29;17:33:31;0.5;0.0;3.0;94.9;0.0;0.5;1.0
2022-10-29;17:33:32;0.5;0.0;3.5;94.4;0.0;0.5;1.0
2022-10-29;17:33:33;0.5;0.0;3.0;95.5;0.0;0.5;0.5
2022-10-29;17:33:34;0.0;0.0;3.0;94.9;0.0;0.5;1.5
2022-10-29;17:33:35;0.0;0.0;3.1;95.9;0.0;0.5;0.5
2022-10-29;17:33:36;0.0;0.0;3.6;94.9;0.0;0.5;1.0
2022-10-29;17:33:37;1.0;0.0;4.0;94.0;0.0;0.5;0.5
2022-10-29;17:33:38;0.0;0.0;3.0;95.4;0.0;0.5;1.0
2022-10-29;17:33:39;0.0;0.0;3.0;95.4;0.0;0.5;1.0
2022-10-29;17:33:40;0.0;0.0;3.1;95.4;0.0;0.5;1.0
2022-10-29;17:33:41;0.0;0.0;4.0;94.9;0.0;0.5;0.5
2022-10-29;17:33:42;3.1;1.5;8.7;84.6;0.0;0.5;1.5
2022-10-29;17:33:43;7.4;0.0;7.8;83.3;0.0;0.5;1.0
2022-10-29;17:33:44;3.6;0.0;20.3;70.3;0.0;2.1;3.6
2022-10-29;17:33:45;1.6;0.0;21.4;70.8;0.0;2.6;3.6
2022-10-29;17:33:46;2.1;0.0;21.2;70.4;0.0;2.1;4.2
2022-10-29;17:33:47;3.6;0.0;19.8;70.8;0.0;2.1;3.6
2022-10-29;17:33:48;3.6;0.0;22.4;67.9;0.0;2.6;3.6
2022-10-29;17:33:49;3.2;0.0;18.9;72.1;0.0;2.1;3.7
2022-10-29;17:33:50;4.3;0.0;17.6;72.2;0.0;2.1;3.7
2022-10-29;17:33:51;2.6;0.0;21.8;70.5;0.0;1.6;3.6
2022-10-29;17:33:52;4.2;0.0;19.8;69.8;0.0;2.1;4.2
2022-10-29;17:33:53;3.6;0.0;21.8;68.5;0.0;2.5;3.6
2022-10-29;17:33:54;4.0;0.0;23.6;66.8;0.0;2.0;3.5
2022-10-29;17:33:55;3.7;0.0;20.5;70.0;0.0;2.1;3.7
2022-10-29;17:33:56;2.6;0.0;22.4;68.9;0.0;2.6;3.6
2022-10-29;17:33:57;2.5;0.0;23.2;68.2;0.0;2.5;3.5
2022-10-29;17:33:58;3.8;0.0;18.8;71.0;0.0;2.2;4.3
2022-10-29;17:33:59;3.6;0.0;21.5;69.2;0.0;2.1;3.6
2022-10-29;17:34:00;2.5;0.0;24.0;67.5;0.0;2.5;3.5
2022-10-29;17:34:01;3.7;0.0;18.1;71.8;0.0;2.1;4.3
2022-10-29;17:34:02;3.1;0.0;21.2;69.9;0.0;2.1;3.6
2022-10-29;17:34:03;2.0;0.0;24.2;68.2;0.0;2.0;3.5
2022-10-29;17:34:04;3.6;0.0;21.8;69.0;0.0;2.0;3.6
2022-10-29;17:34:05;4.6;0.0;19.5;69.7;0.0;2.6;3.6
2022-10-29;17:34:06;3.7;0.0;18.2;72.2;0.0;2.1;3.7
2022-10-29;17:34:07;3.1;0.0;21.6;69.6;0.0;2.1;3.6
2022-10-29;17:34:08;3.7;0.0;19.6;70.4;0.0;2.6;3.7
2022-10-29;17:34:09;2.6;0.0;21.8;69.4;0.0;2.1;4.1
2022-10-29;17:34:10;4.7;0.0;20.7;68.9;0.0;2.1;3.6
2022-10-29;17:34:12;4.6;0.0;19.6;69.6;0.0;2.6;3.6
2022-10-29;17:34:13;4.3;1.1;16.8;71.2;0.0;2.2;4.3
2022-10-29;17:34:14;3.6;0.0;22.4;68.9;0.0;2.0;3.1
2022-10-29;17:34:15;3.1;0.0;21.6;69.6;0.0;2.1;3.6
2022-10-29;17:34:16;1.5;0.0;23.2;69.6;0.0;2.1;3.6
2022-10-29;17:34:17;3.6;0.0;22.4;67.9;0.0;2.0;4.1
2022-10-29;17:34:18;4.1;0.0;21.3;68.5;0.0;2.5;3.6
2022-10-29;17:34:19;3.7;0.0;20.5;70.0;0.0;2.1;3.7
2022-10-29;17:34:20;2.2;0.0;17.5;74.3;0.0;2.2;3.8
2022-10-29;17:34:21;2.7;0.0;18.9;71.9;0.0;2.2;4.3
2022-10-29;17:34:22;3.0;0.0;23.1;67.8;0.0;2.5;3.5
2022-10-29;17:34:23;2.1;0.0;22.6;69.7;0.0;2.1;3.6
2022-10-29;17:34:24;3.1;0.0;21.5;69.7;0.0;2.1;3.6
2022-10-29;17:34:25;4.4;0.0;23.6;66.5;0.0;2.0;3.4
2022-10-29;17:34:26;3.7;0.0;19.6;70.9;0.0;2.1;3.7
2022-10-29;17:34:27;2.6;0.0;21.6;69.6;0.0;2.1;4.1
2022-10-29;17:34:28;3.3;0.0;17.9;72.8;0.0;2.2;3.8
2022-10-29;17:34:29;2.7;0.0;19.8;71.7;0.0;2.1;3.7
2022-10-29;17:34:30;3.1;0.0;22.2;68.6;0.0;2.6;3.6
2022-10-29;17:34:31;3.4;0.0;23.6;67.5;0.0;2.0;3.4
2022-10-29;17:34:32;1.6;0.0;22.0;70.2;0.0;2.1;4.2
2022-10-29;17:34:33;3.5;0.0;24.4;66.7;0.0;2.0;3.5
2022-10-29;17:34:34;4.5;0.0;21.2;68.2;0.0;2.5;3.5
2022-10-29;17:34:35;2.6;0.0;23.1;68.7;0.0;2.1;3.6
2022-10-29;17:34:36;3.0;0.0;23.9;67.7;0.0;2.0;3.5
2022-10-29;17:34:37;4.6;0.0;20.6;68.6;0.0;2.1;4.1
2022-10-29;17:34:38;4.1;0.0;20.7;69.4;0.0;2.1;3.6
2022-10-29;17:34:39;3.5;0.0;24.3;65.8;0.0;2.5;4.0
2022-10-29;17:34:40;4.1;0.0;21.9;68.9;0.0;2.0;3.1
2022-10-29;17:34:41;4.0;0.0;22.2;67.7;0.0;2.0;4.0
2022-10-29;17:34:42;3.1;0.0;21.8;69.9;0.0;2.1;3.1
2022-10-29;17:34:43;3.2;1.6;18.3;69.9;0.0;2.7;4.3
2022-10-29;17:34:44;4.0;0.0;22.9;67.7;0.0;2.0;3.5
2022-10-29;17:34:45;2.5;0.0;26.6;65.5;0.0;2.0;3.4
2022-10-29;17:34:46;2.1;0.0;22.6;69.7;0.0;2.1;3.6
2022-10-29;17:34:47;1.5;0.0;26.0;66.5;0.0;2.5;3.5
2022-10-29;17:34:48;2.6;0.0;22.2;69.6;0.0;2.1;3.6
2022-10-29;17:34:49;4.6;0.0;21.8;67.5;0.0;2.5;3.6
2022-10-29;17:34:50;2.7;0.0;18.7;72.7;0.0;2.1;3.7
2022-10-29;17:34:51;4.5;0.0;22.1;67.3;0.0;2.0;4.0
2022-10-29;17:34:52;4.5;0.0;21.7;68.2;0.0;2.0;3.5
2022-10-29;17:34:53;3.1;0.0;21.6;69.1;0.0;2.6;3.6
2022-10-29;17:34:54;3.1;0.0;21.4;69.8;0.0;2.1;3.6
2022-10-29;17:34:55;4.0;0.0;23.9;66.7;0.0;2.0;3.5
2022-10-29;17:34:56;3.5;0.0;23.8;66.8;0.0;2.5;3.5
2022-10-29;17:34:57;3.0;0.0;23.4;67.5;0.0;2.0;4.1
2022-10-29;17:34:58;3.1;0.0;22.6;68.7;0.0;2.1;3.6
2022-10-29;17:34:59;6.2;0.0;23.9;64.6;0.0;1.9;3.3
2022-10-29;17:35:00;3.0;0.0;23.7;67.7;0.0;2.0;3.5
2022-10-29;17:35:01;3.7;0.0;19.1;70.7;0.0;2.7;3.7
2022-10-29;17:35:02;3.6;0.0;20.7;70.5;0.0;1.6;3.6
2022-10-29;17:35:03;3.1;0.0;21.9;68.9;0.0;2.6;3.6
2022-10-29;17:35:04;3.5;0.0;24.3;66.8;0.0;2.0;3.5
2022-10-29;17:35:05;3.2;0.0;19.1;71.8;0.0;2.1;3.7
2022-10-29;17:35:06;3.1;0.0;19.8;71.4;0.0;2.1;3.6
2022-10-29;17:35:07;2.6;0.0;20.1;71.4;0.0;2.1;3.7
2022-10-29;17:35:08;3.7;0.0;18.4;72.1;0.0;2.1;3.7
2022-10-29;17:35:09;4.5;0.0;21.2;67.7;0.0;2.5;4.0
2022-10-29;17:35:10;3.2;0.0;18.7;72.2;0.0;2.1;3.7
2022-10-29;17:35:11;2.5;0.0;25.1;66.5;0.0;2.0;3.9
